CPU,Min_Cores,Max_Cores,Max_Clock(MHz),Process(NM),TDP(Watts),Release,Release_Year,CPU_HPI
Opteron X2 865,2,2,1800,90.0,95,"Sep 26th, 2005",2005,40.0
Opteron X2 860 HE,2,2,1600,90.0,55,"Aug 1st, 2005",2005,35.55555555555556
Opteron X2 285,2,2,2600,90.0,95,"Mar 6th, 2006",2006,57.77777777777778
Opteron X2 280,2,2,2400,90.0,95,"Sep 26th, 2005",2005,53.333333333333336
Opteron X2 275 HE,2,2,2200,90.0,55,"Feb 1st, 2006",2006,48.888888888888886
Opteron X2 275,2,2,2200,90.0,95,"May 31st, 2005",2005,48.888888888888886
Opteron X2 270 HE,2,2,2000,90.0,55,"Dec 1st, 2005",2005,44.44444444444444
Opteron X2 270,2,2,2000,90.0,95,"May 31st, 2005",2005,44.44444444444444
Opteron X2 265 HE,2,2,1800,90.0,55,"Aug 1st, 2005",2005,40.0
Opteron X2 265,2,2,1800,90.0,95,"May 31st, 2005",2005,40.0
Opteron X2 260 HE,2,2,1600,90.0,55,"Aug 1st, 2005",2005,35.55555555555556
Opteron X2 185,2,2,2600,90.0,110,"Mar 6th, 2006",2006,57.77777777777778
Opteron X2 180,2,2,2400,90.0,110,"Sep 26th, 2005",2005,53.333333333333336
Opteron X2 175,2,2,2200,90.0,110,"Aug 2nd, 2005",2005,48.888888888888886
Opteron X2 170,2,2,2000,90.0,110,"Aug 2nd, 2005",2005,44.44444444444444
Opteron X2 165,2,2,1800,90.0,110,"Aug 2nd, 2005",2005,40.0
Opteron X1150,4,4,2000,28.0,17,"May 29th, 2013",2013,285.7142857142857
Opteron A1170,8,8,2000,28.0,32,"Jan 14th, 2016",2016,571.4285714285714
Opteron A1150,8,8,1700,28.0,32,"Jan 14th, 2016",2016,485.7142857142857
Opteron A1120,4,4,1700,28.0,25,"Jan 14th, 2016",2016,242.85714285714286
Opteron 856,1,1,3000,90.0,92,"Apr 1st, 2006",2006,33.333333333333336
Opteron 854,1,1,2800,90.0,92,"Aug 1st, 2005",2005,31.11111111111111
Opteron 850 HE,1,1,2400,90.0,55,"Mar 1st, 2005",2005,26.666666666666668
Opteron 850,1,1,2400,90.0,85,"Dec 1st, 2004",2004,26.666666666666668
Opteron 848 HE,1,1,2200,90.0,55,"Mar 1st, 2005",2005,24.444444444444443
Opteron 848,1,1,2200,130.0,89,"Nov 17th, 2003",2003,16.923076923076923
Opteron 848,1,1,2200,90.0,85,"Dec 1st, 2004",2004,24.444444444444443
Opteron 846 HE,1,1,2000,90.0,55,"Mar 1st, 2005",2005,22.22222222222222
Opteron 846,1,1,2000,130.0,89,"Sep 9th, 2003",2003,15.384615384615385
Opteron 846,1,1,2000,90.0,85,"Dec 1st, 2004",2004,22.22222222222222
Opteron 846,1,1,2000,90.0,85,"Dec 1st, 2004",2004,22.22222222222222
Opteron 844,1,1,1800,130.0,85,"Jun 30th, 2003",2003,13.846153846153847
Opteron 844,1,1,1800,130.0,82,"Sep 9th, 2003",2003,13.846153846153847
Opteron 844,1,1,1800,90.0,85,"Dec 1st, 2004",2004,20.0
Opteron 842,1,1,1600,130.0,85,"Jun 30th, 2003",2003,12.307692307692308
Opteron 842,1,1,1600,130.0,82,"Sep 9th, 2003",2003,12.307692307692308
Opteron 842,1,1,1600,90.0,85,"Dec 1st, 2004",2004,17.77777777777778
Opteron 840,1,1,1400,130.0,82,"Sep 9th, 2003",2003,10.76923076923077
Opteron 840,1,1,1400,130.0,85,"Jun 30th, 2003",2003,10.76923076923077
Opteron 6386 SE,16,16,3500,32.0,140,"Nov 5th, 2012",2012,1750.0
Opteron 6380,16,16,3400,32.0,115,"Nov 5th, 2012",2012,1700.0
Opteron 6378,16,16,3300,32.0,115,"Nov 5th, 2012",2012,1650.0
Opteron 6376,16,16,3200,32.0,115,"Nov 5th, 2012",2012,1600.0
Opteron 6366 HE,16,16,3100,32.0,85,"Nov 5th, 2012",2012,1550.0
Opteron 6348,12,12,3400,32.0,115,"Nov 5th, 2012",2012,1275.0
Opteron 6284 SE,16,16,3400,32.0,140,"May 1st, 2012",2012,1700.0
Opteron 6282 SE,16,16,3300,32.0,140,"Nov 14th, 2011",2011,1650.0
Opteron 6278,16,16,3300,32.0,115,"May 1st, 2012",2012,1650.0
Opteron 6276,16,16,3200,32.0,115,"Nov 14th, 2011",2011,1600.0
Opteron 6274,16,16,3100,32.0,115,"Nov 14th, 2011",2011,1550.0
Opteron 6272,16,16,3000,32.0,115,"Nov 14th, 2011",2011,1500.0
Opteron 6262 HE,16,16,2900,32.0,85,"Nov 14th, 2011",2011,1450.0
Opteron 6180 SE,12,12,2500,45.0,140,"Feb 14th, 2011",2011,666.6666666666666
Opteron 6168,12,12,1900,45.0,115,"Mar 29th, 2010",2010,506.6666666666667
Opteron 43GK HE,8,8,3600,32.0,65,"Dec 4th, 2012",2012,900.0
Opteron 43CX EE,4,4,3000,32.0,35,"Dec 4th, 2012",2012,375.0
Opteron 4386,8,8,3800,32.0,95,"Dec 4th, 2012",2012,950.0
Opteron 4376 HE,8,8,3600,32.0,65,"Dec 4th, 2012",2012,900.0
Opteron 4340,6,6,3800,32.0,95,"Dec 4th, 2012",2012,712.5
Opteron 4334,6,6,3500,32.0,95,"Dec 4th, 2012",2012,656.25
Opteron 4332 HE,6,6,3700,32.0,65,"Dec 4th, 2012",2012,693.75
Opteron 4310 EE,4,4,3000,32.0,35,"Dec 4th, 2012",2012,375.0
Opteron 3380,8,8,3600,32.0,65,"Dec 4th, 2012",2012,900.0
Opteron 3350 HE,4,4,3800,32.0,45,"Dec 4th, 2012",2012,475.0
Opteron 3320 EE,4,4,2500,32.0,25,"Dec 4th, 2012",2012,312.5
Opteron 254,1,1,2800,90.0,92,"Aug 1st, 2005",2005,31.11111111111111
Opteron 250 HE,1,1,2400,90.0,55,"Mar 1st, 2005",2005,26.666666666666668
Opteron 250,1,1,2400,90.0,85,"Dec 1st, 2004",2004,26.666666666666668
Opteron 248 HE,1,1,2200,90.0,55,"Mar 1st, 2005",2005,24.444444444444443
Opteron 248,1,1,2200,130.0,89,"Nov 17th, 2003",2003,16.923076923076923
Opteron 248,1,1,2200,90.0,85,"Dec 1st, 2004",2004,24.444444444444443
Opteron 248,1,1,2200,90.0,85,"Dec 1st, 2004",2004,24.444444444444443
Opteron 246 HE,1,1,2000,90.0,55,"Mar 1st, 2005",2005,22.22222222222222
Opteron 246,1,1,2000,130.0,89,"Aug 5th, 2003",2003,15.384615384615385
Opteron 246,1,1,2000,90.0,85,"Dec 1st, 2004",2004,22.22222222222222
Opteron 246,1,1,2000,90.0,85,"Dec 1st, 2004",2004,22.22222222222222
Opteron 244,1,1,1800,130.0,82,"Aug 5th, 2003",2003,13.846153846153847
Opteron 244,1,1,1800,130.0,85,"Apr 22nd, 2003",2003,13.846153846153847
Opteron 244,1,1,1800,90.0,85,"Dec 1st, 2004",2004,20.0
Opteron 242,1,1,1600,130.0,82,"Aug 5th, 2003",2003,12.307692307692308
Opteron 242,1,1,1600,130.0,85,"Apr 22nd, 2003",2003,12.307692307692308
Opteron 242,1,1,1600,90.0,85,"Dec 1st, 2004",2004,17.77777777777778
Opteron 240,1,1,1400,130.0,82,"Aug 5th, 2003",2003,10.76923076923077
Opteron 240,1,1,1400,130.0,85,"Apr 22nd, 2003",2003,10.76923076923077
Opteron 2350 HE,4,4,2000,65.0,79,"Oct 1st, 2008",2008,123.07692307692308
Opteron 156,1,1,3000,90.0,104,"May 1st, 2005",2005,33.333333333333336
Opteron 154,1,1,2800,90.0,104,"Aug 2nd, 2005",2005,31.11111111111111
Opteron 152,1,1,2600,90.0,104,"Aug 2nd, 2005",2005,28.88888888888889
Opteron 152,1,1,2600,90.0,104,"Aug 2nd, 2005",2005,28.88888888888889
Opteron 150,1,1,2400,90.0,85,"Aug 2nd, 2005",2005,26.666666666666668
Opteron 150,1,1,2400,90.0,85,"Aug 2nd, 2005",2005,26.666666666666668
Opteron 148 HE,1,1,2200,90.0,55,"Dec 1st, 2004",2004,24.444444444444443
Opteron 148,1,1,2200,130.0,89,"Nov 17th, 2003",2003,16.923076923076923
Opteron 148,1,1,2200,90.0,85,"Aug 2nd, 2005",2005,24.444444444444443
Opteron 148,1,1,2200,90.0,85,"Aug 2nd, 2005",2005,24.444444444444443
Opteron 146,1,1,2000,130.0,89,"Sep 9th, 2003",2003,15.384615384615385
Opteron 146,1,1,2000,90.0,67,"Aug 2nd, 2005",2005,22.22222222222222
Opteron 146,1,1,2000,90.0,67,"Aug 2nd, 2005",2005,22.22222222222222
Opteron 146,1,1,2000,90.0,67,"Aug 2nd, 2005",2005,22.22222222222222
Opteron 144,1,1,1800,130.0,82,"Sep 9th, 2003",2003,13.846153846153847
Opteron 144,1,1,1800,130.0,85,"Jun 30th, 2003",2003,13.846153846153847
Opteron 144,1,1,1800,90.0,67,"Aug 2nd, 2005",2005,20.0
Opteron 144,1,1,1800,90.0,67,"Aug 2nd, 2005",2005,20.0
Opteron 142,1,1,1600,130.0,85,"Jun 30th, 2003",2003,12.307692307692308
Opteron 142,1,1,1600,130.0,82,"Sep 9th, 2003",2003,12.307692307692308
Opteron 140,1,1,1400,130.0,85,"Jun 30th, 2003",2003,10.76923076923077
Opteron 140,1,1,1400,130.0,82,"Sep 9th, 2003",2003,10.76923076923077
Opteron 140,1,1,1400,130.0,82,"May 18th, 2004",2004,10.76923076923077
Nano X2 U4300,2,2,1200,40.0,13,Jan 2011,2011,60.0
Nano U2500,1,1,1200,65.0,7,"May 29th, 2008",2008,18.46153846153846
Nano U2400,1,1,1300,65.0,8,"May 29th, 2008",2008,20.0
Nano U2350,1,1,1300,65.0,8,"May 29th, 2008",2008,20.0
Nano U2300,1,1,1000,65.0,5,"May 29th, 2008",2008,15.384615384615385
Nano U2250,1,1,1300,65.0,10,Jan 2011,2011,20.0
Nano U2225,1,1,1300,65.0,10,Jan 2011,2011,20.0
Nano QuadCore L4800,4,4,1466,40.0,28,"May 12th, 2011",2011,146.6
Nano QuadCore L4700,4,4,1200,40.0,28,"May 12th, 2011",2011,120.0
Nano L2200,1,1,1600,65.0,17,"May 29th, 2008",2008,24.615384615384617
Nano L2100,1,1,1800,65.0,25,"May 29th, 2008",2008,27.692307692307693
Mobile Pentium 4 HT 548,1,2,3334,90.0,88,"Sep 28th, 2004",2004,74.08888888888889
Mobile Pentium 4 HT 538,1,2,3200,90.0,88,"Jun 1st, 2004",2004,71.11111111111111
Mobile Pentium 4 HT 532,1,2,3067,90.0,88,"Jun 1st, 2004",2004,68.15555555555555
Mobile Pentium 4 HT 518,1,2,2800,90.0,88,"Jun 1st, 2004",2004,62.22222222222222
Mobile Pentium 4 HT 3.20,1,2,3200,130.0,76,"Sep 23rd, 2003",2003,49.23076923076923
Mobile Pentium 4 HT 3.06,1,2,3067,130.0,70,"Sep 23rd, 2003",2003,47.184615384615384
Mobile Pentium 4 HT 2.80,1,2,2800,130.0,68,"Sep 23rd, 2003",2003,43.07692307692308
Mobile Pentium 4 HT 2.66,1,2,2667,130.0,66,"Sep 23rd, 2003",2003,41.03076923076923
Mobile Pentium 4 3.06,1,2,3067,130.0,70,"Jun 11th, 2003",2003,47.184615384615384
Mobile Pentium 4 2.80,1,2,2800,130.0,68,"Jun 11th, 2003",2003,43.07692307692308
Mobile Pentium 4 2.66,1,2,2667,130.0,66,"Jun 11th, 2003",2003,41.03076923076923
Mobile Pentium 4 2.40,1,2,2400,130.0,60,"Jun 11th, 2003",2003,36.92307692307692
Mobile Athlon 64 3700+,1,1,2400,130.0,82,"Aug 1st, 2005",2005,18.46153846153846
Mobile Athlon 64 3400+,1,1,2200,130.0,62,"Aug 1st, 2005",2005,16.923076923076923
Mobile Athlon 64 3400+,1,1,2200,130.0,82,"Aug 1st, 2005",2005,16.923076923076923
Mobile Athlon 64 3200+,1,1,2000,130.0,82,"Aug 1st, 2003",2003,15.384615384615385
Mobile Athlon 64 3200+,1,1,2000,130.0,62,"Aug 1st, 2004",2004,15.384615384615385
Mobile Athlon 64 3000+,1,1,1800,130.0,82,"Aug 1st, 2003",2003,13.846153846153847
Mobile Athlon 64 3000+,1,1,1800,130.0,62,"Aug 1st, 2004",2004,13.846153846153847
Mobile Athlon 64 3000+,1,1,2000,130.0,35,"Aug 1st, 2004",2004,15.384615384615385
Mobile Athlon 64 2800+,1,1,1800,130.0,82,"Aug 1st, 2003",2003,13.846153846153847
Mobile Athlon 64 2800+,1,1,1800,130.0,62,"Aug 1st, 2004",2004,13.846153846153847
Mobile Athlon 64 2800+,1,1,1800,130.0,82,"Aug 1st, 2004",2004,13.846153846153847
Mobile Athlon 64 2800+,1,1,1800,130.0,35,"Aug 1st, 2004",2004,13.846153846153847
Mobile Athlon 64 2700+,1,1,1600,130.0,82,"Aug 1st, 2004",2004,12.307692307692308
Mobile Athlon 64 2700+,1,1,1600,130.0,35,"Aug 1st, 2005",2005,12.307692307692308
Mobile Athlon 64 2700+,1,1,1600,130.0,35,"Aug 1st, 2005",2005,12.307692307692308
FX-9590,8,8,5000,32.0,220,"Jun 11th, 2013",2013,1250.0
FX-9370,8,8,4700,32.0,220,"Jun 11th, 2013",2013,1175.0
FX-8350,8,8,4200,32.0,125,"Oct 23rd, 2012",2012,1050.0
FX-8320,8,8,4000,32.0,125,"Oct 23rd, 2012",2012,1000.0
FX-8300,8,8,3900,32.0,95,"Oct 23rd, 2012",2012,975.0
FX-8170,8,8,4500,32.0,125,"Oct 23rd, 2012",2012,1125.0
FX-8150,8,8,4200,32.0,125,"Oct 12th, 2011",2011,1050.0
FX-8140,8,8,4100,32.0,95,"Oct 23rd, 2012",2012,1025.0
FX-8120,8,8,4000,32.0,125,"Oct 12th, 2011",2011,1000.0
FX-8100,8,8,3700,32.0,95,"Oct 12th, 2011",2011,925.0
FX-6350,6,6,4200,32.0,125,"Apr 29th, 2013",2013,787.5
FX-6330,6,6,4200,32.0,125,"Dec 15th, 2015",2015,787.5
FX-6300,6,6,4100,32.0,95,"Oct 23rd, 2012",2012,768.75
FX-6200,6,6,4100,32.0,125,"Feb 27th, 2012",2012,768.75
FX-6130,6,6,3900,32.0,95,"Oct 23rd, 2012",2012,731.25
FX-6120,6,6,4200,32.0,95,"Oct 23rd, 2012",2012,787.5
FX-6100,6,6,3900,32.0,95,"Oct 12th, 2011",2011,731.25
FX-4350,4,4,4300,32.0,125,"Apr 29th, 2013",2013,537.5
FX-4320,4,4,4200,32.0,95,"Oct 23rd, 2012",2012,525.0
FX-4300,4,4,4000,32.0,95,"Oct 23rd, 2012",2012,500.0
FX-4170,4,4,4300,32.0,125,"Feb 27th, 2012",2012,537.5
FX-4150,4,4,4000,32.0,95,"Oct 23rd, 2012",2012,500.0
FX-4130,4,4,4000,32.0,125,"Jan 30th, 2013",2013,500.0
FX-4120,4,4,4100,32.0,95,"Oct 23rd, 2012",2012,512.5
FX-4100,4,4,3900,32.0,95,"Oct 12th, 2011",2011,487.5
FirePro A320,4,4,4200,32.0,100,"Aug 7th, 2012",2012,525.0
FirePro A300,4,4,4000,32.0,65,"Aug 7th, 2012",2012,500.0
EPYC 9634,8,16,3700,5.0,290,"Nov 10th, 2022",2022,11840.0
EPYC 9554P,64,128,3750,5.0,360,"Nov 10th, 2022",2022,96000.0
EPYC 9554,64,128,3750,5.0,360,"Nov 10th, 2022",2022,96000.0
EPYC 9534,64,128,3700,5.0,280,"Nov 10th, 2022",2022,94720.0
EPYC 9474F,48,96,4100,5.0,360,"Nov 10th, 2022",2022,78720.0
EPYC 9454P,48,96,3800,5.0,290,"Nov 10th, 2022",2022,72960.0
EPYC 9454,48,96,3800,5.0,290,"Nov 10th, 2022",2022,72960.0
EPYC 9374F,32,64,4300,5.0,320,"Nov 10th, 2022",2022,55040.0
EPYC 9354P,32,64,3800,5.0,280,"Nov 10th, 2022",2022,48640.0
EPYC 9354,32,64,3800,5.0,280,"Nov 10th, 2022",2022,48640.0
EPYC 9334,32,64,3900,5.0,210,"Nov 10th, 2022",2022,49920.0
EPYC 9274F,24,48,4300,5.0,320,"Nov 10th, 2022",2022,41280.0
EPYC 9254,24,48,4150,5.0,200,"Nov 10th, 2022",2022,39840.0
EPYC 9224,24,48,3700,5.0,200,"Nov 10th, 2022",2022,35520.0
EPYC 9174F,16,32,4400,5.0,320,"Nov 10th, 2022",2022,28160.0
EPYC 9124,16,32,3700,5.0,200,"Nov 10th, 2022",2022,23680.0
EPYC 7H12,64,128,3300,7.0,280,"Sep 18th, 2019",2019,60342.857142857145
EPYC 7F72,24,48,3700,7.0,240,"Apr 14th, 2020",2020,25371.428571428572
EPYC 7F52,16,32,3900,7.0,155,"Apr 14th, 2020",2020,17828.571428571428
EPYC 7773X,64,128,3500,7.0,280,"Mar 22nd, 2022",2022,64000.0
EPYC 7763,64,128,3500,7.0,280,"Mar 15th, 2021",2021,64000.0
EPYC 7742,64,128,3400,7.0,225,"Aug 7th, 2019",2019,62171.42857142857
EPYC 7713P,64,128,3675,7.0,225,"Mar 15th, 2021",2021,67200.0
EPYC 7713,64,128,3675,7.0,225,"Mar 15th, 2021",2021,67200.0
EPYC 7702P,64,128,3350,7.0,200,"Aug 7th, 2019",2019,61257.142857142855
EPYC 7702,64,128,3350,7.0,200,"Aug 7th, 2019",2019,61257.142857142855
EPYC 7663,56,112,3500,7.0,240,"Mar 15th, 2021",2021,56000.0
EPYC 7643,48,96,3600,7.0,225,"Mar 15th, 2021",2021,49371.42857142857
EPYC 7642,48,96,3400,7.0,225,"Aug 7th, 2019",2019,46628.57142857143
EPYC 7601,32,64,3200,14.0,180,"Jun 29th, 2017",2017,14628.57142857143
EPYC 75F3,32,64,4000,7.0,280,"Mar 15th, 2021",2021,36571.42857142857
EPYC 7573X,32,64,3600,7.0,280,"Mar 22nd, 2022",2022,32914.28571428572
EPYC 7552,48,96,3350,7.0,200,"Aug 7th, 2019",2019,45942.857142857145
EPYC 7551P,32,64,3000,14.0,180,"Jun 29th, 2017",2017,13714.285714285714
EPYC 7551,32,64,3000,14.0,180,"Jun 29th, 2017",2017,13714.285714285714
EPYC 7543P,32,64,3700,7.0,225,"Mar 15th, 2021",2021,33828.57142857143
EPYC 7543,32,64,3700,7.0,225,"Mar 15th, 2021",2021,33828.57142857143
EPYC 7542,32,64,3400,7.0,225,"Aug 7th, 2019",2019,31085.714285714286
EPYC 7513,32,64,3650,7.0,200,"Mar 15th, 2021",2021,33371.42857142857
EPYC 7502P,32,64,3350,7.0,180,"Aug 7th, 2019",2019,30628.571428571428
EPYC 7502,32,64,3350,7.0,180,"Aug 7th, 2019",2019,30628.571428571428
EPYC 7501,32,64,3000,14.0,170,"Jun 29th, 2017",2017,13714.285714285714
EPYC 74F3,24,48,4000,7.0,240,"Mar 15th, 2021",2021,27428.571428571428
EPYC 7473X,24,48,3700,7.0,240,"Mar 22nd, 2022",2022,25371.428571428572
EPYC 7453,28,56,3450,7.0,225,"Mar 15th, 2021",2021,27600.0
EPYC 7452,32,64,3350,7.0,155,"Aug 7th, 2019",2019,30628.571428571428
EPYC 7451,24,48,3200,14.0,180,"Jun 29th, 2017",2017,10971.42857142857
EPYC 7443P,24,48,4000,7.0,200,"Mar 15th, 2021",2021,27428.571428571428
EPYC 7443,24,48,4000,7.0,200,"Mar 15th, 2021",2021,27428.571428571428
EPYC 7413,24,48,3600,7.0,180,"Mar 15th, 2021",2021,24685.714285714286
EPYC 7402P,24,48,3350,7.0,180,"Aug 7th, 2019",2019,22971.428571428572
EPYC 7402,24,48,3350,7.0,180,"Aug 7th, 2019",2019,22971.428571428572
EPYC 7401P,24,48,3000,14.0,170,"Jun 29th, 2017",2017,10285.714285714286
EPYC 7401,24,48,3000,14.0,170,"Jun 29th, 2017",2017,10285.714285714286
EPYC 73F3,16,32,4000,7.0,240,"Mar 15th, 2021",2021,18285.714285714286
EPYC 7373X,16,32,3800,7.0,240,"Mar 22nd, 2022",2022,17371.428571428572
EPYC 7371,16,32,3800,14.0,170,"Nov 16th, 2018",2018,8685.714285714286
EPYC 7352,24,48,3300,7.0,155,"Aug 7th, 2019",2019,22628.571428571428
EPYC 7351P,16,32,2900,14.0,170,"Jun 29th, 2017",2017,6628.571428571428
EPYC 7351,16,32,2900,14.0,170,"Jun 29th, 2017",2017,6628.571428571428
EPYC 7343,16,32,3900,7.0,190,"Mar 15th, 2021",2021,17828.571428571428
EPYC 7313P,16,32,3700,7.0,155,"Mar 15th, 2021",2021,16914.285714285714
EPYC 7313,16,32,3700,7.0,155,"Mar 15th, 2021",2021,16914.285714285714
EPYC 7302P,16,32,3300,7.0,155,"Aug 7th, 2019",2019,15085.714285714286
EPYC 7302,16,32,3300,7.0,155,"Aug 7th, 2019",2019,15085.714285714286
